0,0.170713,0,0.412319,5,96.1168,-85.8761
0.395358,0.170713,0,0.412319,5,96.1168,-85.8761
0.495193,0.170713,0,0.412319,5,96.1168,-85.8761
0.595183,0.171502,0,0.412042,5,96.102,-85.8761
0.695192,0.171502,0,0.412042,5,96.102,-85.8761
0.795147,0.171502,0,0.412042,5,96.102,-85.8761
0.895233,0.170878,0,0.41217,5,96.2001,-85.8761
0.995142,0.170878,0,0.41217,5,96.2001,-85.8761
1.09521,0.169653,0,0.412357,5,99.2277,-85.8761
1.19528,0.169653,0,0.412357,5,99.2277,-85.8761
1.29526,0.170367,0,0.41037,5,107.572,-85.8761
1.39525,0.170367,0,0.41037,5,107.572,-85.8761
1.49514,0.170697,0,0.408278,5,119.31,-85.8761
1.59519,0.170697,0,0.408278,5,119.31,-85.8761
1.69525,0.170697,0,0.408278,5,119.31,-85.8761
1.79518,0.170817,0,0.407861,5,131.412,-85.8761
1.89525,0.170817,0,0.407861,5,131.412,-85.8761
1.99517,0.170817,0,0.407861,5,131.412,-85.8761
2.09524,0.171213,0,0.407703,5,141.835,-85.8761
2.19522,0.171213,0,0.407703,5,141.835,-85.8761
2.29518,0.170892,0,0.408016,5,150.062,-85.8761
2.39525,0.170892,0,0.408016,5,150.062,-85.8761
2.49514,0.171328,0,0.407017,5,156.942,-85.8761
2.59521,0.171328,0,0.407017,5,156.942,-85.8761
2.69524,0.171328,0,0.407017,5,156.942,-85.8761
2.7952,0.171322,0,0.406383,5,163.696,-85.8761
2.89522,0.171322,0,0.406383,5,163.696,-85.8761
2.99521,0.170737,0,0.406982,5,171.148,-85.8761
3.09525,0.170737,0,0.406982,5,171.148,-85.8761
3.1953,0.170737,0,0.406982,5,171.148,-85.8761
3.2952,0.169885,0,0.409528,5,179.425,-85.8761
3.3952,0.169885,0,0.409528,5,179.425,-85.8761
3.49518,0.168859,0,0.412775,5,-171.748,-85.8761
3.5952,0.168859,0,0.412775,5,-171.748,-85.8761
3.69513,0.169095,0,0.414834,5,-162.86,-85.8761
3.7952,0.169095,0,0.414834,5,-162.86,-85.8761
3.89523,0.169095,0,0.414834,5,-162.86,-85.8761
3.9952,0.17001,0,0.417709,5,-154.295,-85.8761
4.09525,0.17001,0,0.417709,5,-154.295,-85.8761
4.19514,0.170247,0,0.422355,5,-146.035,-85.8761
4.29524,0.170247,0,0.422355,5,-146.035,-85.8761
4.39525,0.170247,0,0.422355,5,-146.035,-85.8761
4.49518,0.169195,0,0.428586,5,-137.995,-85.8761
4.59525,0.169195,0,0.428586,5,-137.995,-85.8761
4.69524,0.16811,0,0.433825,5,-130.223,-85.8761
4.79523,0.16811,0,0.433825,5,-130.223,-85.8761
4.89519,0.167912,0,0.438805,5,-122.888,-85.8761
4.99523,0.167912,0,0.438805,5,-122.888,-85.8761
5.09522,0.167912,0,0.438805,5,-122.888,-85.8761
5.1952,0.167724,0,0.444594,5,-115.915,-85.8761
5.29522,0.167724,0,0.444594,5,-115.915,-85.8761
5.39514,0.166241,0,0.451094,5,-110.061,-85.8761
5.49525,0.166241,0,0.451094,5,-110.061,-85.8761
5.59519,0.166241,0,0.451094,5,-110.061,-85.8761
5.69525,0.163049,0,0.45862,5,-105.611,-85.8761
5.79521,0.163049,0,0.45862,5,-105.611,-85.8761
5.89518,0.158772,0,0.466303,5,-102.296,-85.8761
5.99525,0.158772,0,0.466303,5,-102.296,-85.8761
6.09517,0.155761,0,0.472985,5,-100.025,-85.8761
6.19524,0.155761,0,0.472985,5,-100.025,-85.8761
6.29522,0.155761,0,0.472985,5,-100.025,-85.8761
6.3952,0.150935,0,0.480137,5,-98.1467,-85.8761
6.49526,0.150935,0,0.480137,5,-98.1467,-85.8761
6.59513,0.146224,0,0.487751,5,-96.5002,-85.8761
6.69525,0.146224,0,0.487751,5,-96.5002,-85.8761
6.79524,0.146224,0,0.487751,5,-96.5002,-85.8761
6.89524,0.141752,0,0.495579,5,-94.8769,-85.8761
6.99518,0.141752,0,0.495579,5,-94.8769,-85.8761
7.09517,0.135855,0,0.504021,5,-93.1683,-85.8761
7.19526,0.135855,0,0.504021,5,-93.1683,-85.8761
7.29515,0.129207,0,0.511296,5,-91.5342,-85.8761
7.39524,0.129207,0,0.511296,5,-91.5342,-85.8761
7.49528,0.129207,0,0.511296,5,-91.5342,-85.8761
7.59525,0.122589,0,0.518356,5,-90.0706,-85.8761
7.69528,0.122589,0,0.518356,5,-90.0706,-85.8761
7.79513,0.116758,0,0.524506,5,-88.9717,-85.8761
7.89521,0.116758,0,0.524506,5,-88.9717,-85.8761
7.99527,0.116758,0,0.524506,5,-88.9717,-85.8761
8.09525,0.110072,0,0.53202,5,-88.2369,-85.8761
8.19526,0.110072,0,0.53202,5,-88.2369,-85.8761
8.29525,0.104486,0,0.563414,5,-87.7918,-85.8761
8.39527,0.104486,0,0.563414,5,-87.7918,-85.8761
8.49514,0.0995806,0,0.642075,5,-87.611,-85.8761
8.59522,0.0995806,0,0.642075,5,-87.611,-85.8761
8.69523,0.0995806,0,0.642075,5,-87.611,-85.8761
8.79522,0.0919559,0,0.763705,5,-87.3234,-85.8761
8.89525,0.0919559,0,0.763705,5,-87.3234,-85.8761
8.99516,0.0826102,0,0.905827,5,-86.7857,-85.8761
9.09519,0.0826102,0,0.905827,5,-86.7857,-85.8761
9.19525,0.0826102,0,0.905827,5,-86.7857,-85.8761
9.29524,0.072416,0,1.05824,5,-86.2456,-85.8761
9.39524,0.072416,0,1.05824,5,-86.2456,-85.8761
9.49529,0.0620929,0,1.22406,5,-85.7377,-85.8761
9.59527,0.0620929,0,1.22406,5,-85.7377,-85.8761
9.69514,0.0504726,0,1.40371,5,-85.2794,-85.8761
9.79517,0.0504726,0,1.40371,5,-85.2794,-85.8761
9.89523,0.0504726,0,1.40371,5,-85.2794,-85.8761
9.99524,0.0392448,0,1.58653,5,-84.925,-85.8761
10.0953,0.0392448,0,1.58653,5,-84.925,-85.8761
10.1952,0.0281666,0,1.77046,5,-84.7094,-85.8761
10.2953,0.0281666,0,1.77046,5,-84.7094,-85.8761
10.3952,0.0281666,0,1.77046,5,-84.7094,-85.8761
10.4952,0.0184432,0,1.95165,5,-84.6044,-85.8761
10.5952,0.0184432,0,1.95165,5,-84.6044,-85.8761
10.6952,0.00923415,0,2.12948,5,-84.5253,-85.8761
10.7953,0.00923415,0,2.12948,5,-84.5253,-85.8761
10.8952,0.000161111,0,2.30569,5,-84.4139,-85.8761
10.9952,0.000161111,0,2.30569,5,-84.4139,-85.8761
11.0953,0.000161111,0,2.30569,5,-84.4139,-85.8761
11.1952,-0.00727862,0,2.47541,5,-84.2727,-85.8761
11.2953,-0.00727862,0,2.47541,5,-84.2727,-85.8761
11.3951,-0.0123343,0,2.63874,5,-84.1474,-85.8761
11.4952,-0.0123343,0,2.63874,5,-84.1474,-85.8761
11.5953,-0.0123343,0,2.63874,5,-84.1474,-85.8761
11.6952,-0.0155022,0,2.79637,5,-84.0563,-85.8761
11.7953,-0.0155022,0,2.79637,5,-84.0563,-85.8761
11.8951,-0.0174212,0,2.94982,5,-84.015,-85.8761
11.9953,-0.0174212,0,2.94982,5,-84.015,-85.8761
12.0951,-0.0198907,0,3.10082,5,-83.9849,-85.8761
12.1953,-0.0198907,0,3.10082,5,-83.9849,-85.8761
12.2952,-0.0198907,0,3.10082,5,-83.9849,-85.8761
12.3952,-0.0213537,0,3.24619,5,-83.9965,-85.8761
12.4953,-0.0213537,0,3.24619,5,-83.9965,-85.8761
12.5951,-0.022472,0,3.38689,5,-84.0177,-85.8761
12.6953,-0.022472,0,3.38689,5,-84.0177,-85.8761
12.7953,-0.022472,0,3.38689,5,-84.0177,-85.8761
12.8952,-0.0230552,0,3.52417,5,-84.0369,-85.8761
12.9952,-0.0230552,0,3.52417,5,-84.0369,-85.8761
13.0952,-0.0243743,0,3.66032,5,-83.9822,-85.8761
13.1952,-0.0243743,0,3.66032,5,-83.9822,-85.8761
13.2951,-0.0275525,0,3.79808,5,-83.7874,-85.8761
13.3953,-0.0275525,0,3.79808,5,-83.7874,-85.8761
13.4953,-0.0275525,0,3.79808,5,-83.7874,-85.8761
13.5952,-0.0297763,0,3.93359,5,-83.5725,-85.8761
13.6953,-0.0297763,0,3.93359,5,-83.5725,-85.8761
13.7951,-0.0311976,0,4.06997,5,-83.3385,-85.8761
13.8952,-0.0311976,0,4.06997,5,-83.3385,-85.8761
13.9953,-0.0311976,0,4.06997,5,-83.3385,-85.8761
14.0952,-0.0324142,0,4.20341,5,-83.0533,-85.8761
14.1952,-0.0324142,0,4.20341,5,-83.0533,-85.8761
14.2952,-0.0332285,0,4.32783,5,-82.7053,-85.8761
14.2952,-0.0332285,0,4.32783,5,-82.7053,-85.8761
