-0.0260403,0.0208894
-0.0260403,0.0208894
-0.0263401,0.0194457
-0.025982,0.0164854
-0.0281713,0.0176259
-0.0281869,0.0175922
-0.0268069,0.0177309
-0.0247418,0.0173182
-0.0252555,0.0170595
-0.0228099,0.0154319
-0.0201694,0.0149653
-0.0200453,0.0181324
0.0133067,0.0540876
0.0788197,0.117998
0.183714,0.220393
0.495391,0.529114
0.678571,0.710896
1.08003,1.10869
1.29049,1.32006
1.50305,1.53087
1.92449,1.94293
2.13099,2.13953
2.33021,2.33311
2.71504,2.70079
2.90017,2.87375
3.25899,3.21086
3.43408,3.3784
3.60578,3.54338
3.9439,3.8711
4.10982,4.03706
4.44145,4.36563
4.60768,4.52882
4.77591,4.69402
5.11303,5.03195
5.28123,5.20191
5.61878,5.54218
5.78677,5.71737
5.9534,5.89174
6.29058,6.23959
6.46007,6.41105
6.62982,6.58734
6.96772,6.93747
7.13548,7.10937
7.47024,7.45345
7.63909,7.62599
7.80914,7.79849
8.14899,8.13786
8.31968,8.30954
8.65831,8.65058
8.82666,8.81825
8.99185,8.98139
9.29163,9.2845
9.41483,9.40944
9.52443,9.5185
9.69677,9.68737
9.75272,9.74201
9.82937,9.80848
9.84803,9.82031
9.85522,9.82675
9.85224,9.82196
9.84487,9.81289
9.83035,9.8003
9.82611,9.79967
9.82431,9.80381
9.8302,9.82123
9.83819,9.83771
9.85899,9.87711
9.8721,9.89876
9.88663,9.92062
9.92096,9.9709
9.98421,10.0172
9.98421,10.0172
9.9838,10.0187
9.98199,10.0183
9.97992,10.0169
9.97689,10.0206
9.97257,10.0203
9.97175,10.019
9.97169,10.0177
9.9732,10.0212
9.97597,10.021
9.98175,10.0166
9.9837,10.0177
9.98566,10.0178
9.99039,10.0123
9.99417,10.0064
9.99828,10.0039
10.0085,9.99557
10.0129,9.99034
10.023,9.97974
10.0297,9.97488
10.042,9.96204
10.0474,9.95525
10.0534,9.95154
10.0619,9.93803
10.0645,9.92982
10.0665,9.92041
10.0749,9.9052
10.0783,9.87896
10.0874,9.68544
10.0941,9.50928
10.097,9.28196
10.1018,8.75101
10.1044,8.46148
10.1068,8.16164
10.1072,7.55463
10.1061,7.25633
10.0995,6.67997
10.0938,6.4033
10.0872,6.13408
10.0716,5.6168
10.063,5.36482
10.0424,4.88199
10.0316,4.64479
10.0212,4.41059
10.0082,3.94178
10.0038,3.70826
9.99961,3.47529
9.9941,3.00636
9.99288,2.77
9.99043,2.29564
9.98773,2.05511
9.98758,1.81277
9.98569,1.34556
9.98431,1.13647
9.98475,0.76227
9.9851,0.608093
9.98325,0.48754
9.9763,0.314372
9.97435,0.263422
9.97214,0.212113
9.97081,0.209427
9.968,0.217434
9.966,0.234485
9.96575,0.241381
9.96662,0.246145
9.97239,0.243312
9.97858,0.23561
9.99225,0.2094
9.9991,0.191658
10.0086,0.168406
10.0251,0.1188
10.0308,0.0932729
10.0023,0.0260414
10.0023,0.0260414
10.0029,0.0260918
10.0022,0.0318931
10.0008,0.0359309
9.9984,0.0393803
9.99702,0.0423817
9.99749,0.0442005
9.99664,0.0478939
9.99698,0.0472675
9.99801,0.0467247
9.99782,0.0460103
9.99646,0.0454861
9.99457,0.0432146
9.99294,0.0425599
9.99023,0.0419228
9.9864,0.0398328
9.98466,0.0385793
9.98181,0.0369574
9.97366,0.0367701
9.97068,0.0353957
9.91391,0.0319996
9.81669,0.0289923
9.66358,0.0272349
9.21773,0.0262574
8.95714,0.0270304
8.67893,0.0281747
8.08933,0.0303261
7.7923,0.0319083
7.20868,0.0393847
6.92812,0.0435788
6.38713,0.0467921
6.1277,0.0485282
5.87614,0.0522378
5.3866,0.0554026
5.14619,0.0566473
4.90981,0.0583206
4.44233,0.0588058
4.20797,0.0575215
3.73659,0.0569126
3.50027,0.0558877
3.26422,0.0546713
2.78972,0.0513986
2.55153,0.0493713
2.31347,0.046664
1.83328,0.0389684
1.59238,0.0353567
1.13027,0.029471
0.927332,0.0262379
0.595873,0.019281
0.469696,0.0166925
0.375992,0.015166
0.259592,0.0122887
0.234056,0.0123655
0.222967,0.0124139
0.232523,0.0128837
0.244733,0.0133287
0.258522,0.0136054
0.279941,0.0125235
0.283311,0.0118057
0.273743,0.00975635
0.260777,0.00834819
0.241758,0.00697376
0.191848,0.00284485
0.161569,6.86375e-05
0.100376,-0.00460503
0.07387,-0.0053608
