-0.0179965,0.00106996
-0.0179965,0.00106996
-0.0174494,0.00104831
-0.0171136,0.00089924
-0.0198422,0.00319147
-0.0219504,0.00427824
-0.0238851,0.00724861
-0.0222521,0.034188
-0.0197135,0.109504
-0.010909,0.417993
-0.0086234,0.643042
-0.0126891,1.15892
-0.0159146,1.44346
-0.0176748,1.738
-0.0194597,2.32477
-0.022886,2.61513
-0.0252366,2.8998
-0.0255191,3.442
-0.0225187,3.702
-0.018143,4.21063
-0.01237,4.4535
-0.00646729,4.69027
0.00197755,5.15618
0.00331303,5.38842
0.00552285,5.85174
0.00595121,6.08121
0.00320798,6.31535
0.00196867,6.78439
0.00214799,7.01927
0.00355034,7.49103
0.00503309,7.72986
0.00722742,7.97023
0.0113544,8.44669
0.00908241,8.6864
0.00736815,8.92555
0.00325355,9.40501
0.00138924,9.64317
-0.0069098,10.1264
-0.00822199,10.368
-0.00852469,10.6088
-0.0100626,11.0892
-0.0115397,11.3311
-0.0124886,11.5725
-0.0111111,12.0565
-0.0121247,12.3007
-0.0126259,12.7854
-0.011462,13.0252
-0.00842275,13.2655
-0.00747648,13.7277
-0.00543137,13.9306
-0.00143673,14.2843
-0.00237035,14.4288
-0.00196111,14.5398
0.00266163,14.6916
0.00678314,14.731
0.00967398,14.7751
0.0116104,14.7767
0.0145224,14.7695
0.0181419,14.7493
0.0180636,14.7399
0.0153674,14.732
0.0134671,14.7338
0.00684085,14.7424
-0.00774133,14.7753
-0.0126223,14.7984
-0.0169487,14.8254
-0.0300769,14.8858
-0.0347247,14.9168
-0.0452925,15.0392
-0.0452925,15.0392
-0.0486597,15.0388
-0.0504648,15.039
-0.0507662,15.0375
-0.0484807,15.0339
-0.0497831,15.0362
-0.0492111,15.0381
-0.047038,15.0384
-0.0447064,15.0393
-0.0465555,15.0476
-0.0457505,15.0483
-0.045224,15.0483
-0.0398129,15.047
-0.0364638,15.0479
-0.0272236,15.0477
-0.021118,15.0469
-0.0172296,15.0496
-0.00606639,15.0516
9.73195e-05,15.0514
0.0140446,15.0507
0.0207651,15.0511
0.029642,15.0508
0.0506702,15.0461
0.061018,15.0463
0.0836169,15.0415
0.0962217,15.0371
0.108332,15.0321
0.133064,15.0263
0.143991,15.0196
0.154689,15.0112
0.175804,14.9937
0.185318,14.985
0.200765,14.9655
0.207198,14.9545
0.215379,14.9445
0.228634,14.8825
0.234706,14.7862
0.239991,14.4345
0.238966,14.1913
0.238096,13.9273
0.235819,13.3555
0.236679,13.0517
0.232388,12.4451
0.226883,12.1497
0.219538,11.8617
0.204106,11.3041
0.194257,11.04
0.183028,10.7821
0.161829,10.2816
0.152155,10.0395
0.131613,9.56691
0.122895,9.33356
0.11678,9.09799
0.104661,8.62849
0.0984484,8.39426
0.08852,7.92141
0.0853595,7.68367
0.0815519,7.44629
0.0742118,6.96908
0.0727101,6.72627
0.0711522,6.48437
0.0666565,6.00481
0.0638614,5.76566
0.0617301,5.28247
0.059925,5.04109
0.0579432,4.80106
0.0534554,4.31778
0.0498812,4.07603
0.041772,3.59601
0.0373385,3.35819
0.0362014,3.11797
0.0291021,2.64215
0.0247418,2.40438
0.017864,1.92362
0.0145409,1.68264
0.0114151,1.4459
0.00559239,1.01856
0.00339217,0.839612
0.000458375,0.678832
-0.00881585,0.431277
-0.0142576,0.35549
-0.0199436,0.249328
-0.0228572,0.227096
-0.0251573,0.222172
-0.027538,0.2311
-0.0272103,0.242274
-0.0249232,0.26109
-0.0233998,0.266272
-0.0199153,0.263897
-0.00889917,0.244692
-0.0039014,0.229085
0.00950158,0.187774
0.0159707,0.164027
0.0215758,0.138741
0.0294855,0.0873642
