0,0.0159197,10,4.029,0
0.660295,0.0159197,10,4.029,0
0.993416,0.017396,10,4.04283,0
1.32678,0.0358486,10,3.19035,0
1.66005,0.201175,10,-9.09762,0
1.99342,0.331739,10,-13.0396,0
2.32681,0.472247,10,-13.2458,0
2.66004,0.760153,10,-7.78219,0
2.99347,0.854435,10,-3.88024,0
3.32675,0.908816,10,-0.634139,0
3.66009,0.973976,10,2.26274,0
3.99344,0.996624,10,2.02686,0
4.32675,1.13187,10,0.627804,0
4.66007,1.24032,10,0.0311268,0
4.99335,1.48802,10,-0.833285,0
5.32678,1.63084,10,-0.848573,0
5.66009,1.78319,10,-0.633188,0
5.99346,2.10072,10,-0.120205,0
6.32674,2.2631,10,0.0575471,0
6.66012,2.42606,10,0.132513,0
6.9934,2.74732,10,0.0450694,0
7.32673,2.90722,10,-0.0739895,0
7.66005,3.21696,10,-0.200919,0
7.99346,3.36583,10,-0.185122,0
8.32679,3.51139,10,-0.127647,0
8.66008,3.79837,10,0.0304943,0
8.99346,3.93846,10,0.125721,0
9.32674,4.07719,10,0.188832,0
9.66002,4.35528,10,0.266404,0
9.99343,4.49573,10,0.26205,0
10.3267,4.77408,10,0.23702,0
10.6601,4.91337,10,0.247882,0
10.9935,5.05663,10,0.233107,0
11.3268,5.34304,10,0.188997,0
11.6601,5.48718,10,0.170973,0
11.9934,5.77589,10,0.107807,0
12.3268,5.92034,10,0.0796787,0
12.6601,6.06519,10,0.0608866,0
12.9934,6.35169,10,0.0345918,0
13.3268,6.49702,10,-0.0229795,0
13.6601,6.64106,10,-0.0607742,0
13.9935,6.92691,10,-0.0976389,0
14.3268,7.06829,10,-0.0719347,0
14.6601,7.35406,10,-0.095604,0
14.9934,7.49704,10,-0.0781675,0
15.3267,7.63993,10,-0.0403161,0
15.6601,7.92859,10,-0.0216199,0
15.9935,8.07433,10,-0.033607,0
16.3267,8.36266,10,0.024957,0
16.6601,8.50659,10,0.0749107,0
16.9935,8.65152,10,0.0204753,0
17.3268,8.93901,10,-0.00469927,0
17.6601,9.08057,10,0.0294022,0
17.9934,9.3637,10,0.177483,0
17.9934,9.3637,10,0.177483,0
18.3267,9.49758,10,0.177483,0
18.66,9.61901,10,0.177483,0
18.9933,9.8203,10,0.177483,0
19.3267,9.96749,10,0.177483,0
20.3268,9.95355,10,0.177483,0
20.66,9.91088,10,0.177483,0
20.9934,9.88202,10,0.177483,0
21.3267,9.82111,10,0.177483,0
21.6601,9.79679,10,0.177483,0
21.9934,9.77578,10,0.177483,0
22.3267,9.74531,10,0.177483,0
22.6601,9.73617,10,0.177483,0
22.9934,9.73113,10,0.177483,0
23.3267,9.73025,10,0.177483,0
23.6601,9.73274,10,0.177483,0
23.9933,9.73964,10,0.177483,0
24.3267,9.74319,10,0.177483,0
24.6601,9.74612,10,0.177483,0
24.9933,9.75271,10,0.177483,0
