0,-0.000213623,90
5.26905e-05,-0.000213623,90
0.0166864,-0.000213623,90
0.0333328,-0.000213623,90
0.0499916,-0.000213623,90
0.0666659,-0.000213623,90
0.0833702,-0.000213623,90
0.100116,-0.000213623,90
0.116759,-0.000213623,90
0.133401,-0.000213623,90
0.150096,-0.000213623,90
0.166737,-0.000213623,90
0.183433,-0.000213623,90
0.200093,-0.000213623,90
0.216692,-0.000213623,90
0.233308,0.000160217,90
0.250003,0.000160217,90
0.266704,0.000160217,90
0.283383,0.000160217,90
0.300067,0.000160217,90
0.31671,0.000160217,90
0.3334,0.000160217,90
0.350081,0.000160217,90
0.366735,0.000160217,90
0.383392,0.000160217,90
0.400132,0.000160217,90
0.416753,0.000160217,90
0.433393,0.000160217,90
0.450016,0.000160217,90
0.466659,0.565506,90
0.483365,0.565506,90
0.500101,0.565506,90
0.516715,0.565506,90
0.53344,0.565506,90
0.550064,0.565506,90
0.56681,0.565506,90
0.583404,0.565506,90
0.60012,0.565506,90
0.616781,0.565506,90
0.633425,0.565506,90
0.650068,0.565506,90
0.666728,0.565506,90
0.683385,0.565506,90
0.700114,0.565506,90
0.716714,0.565506,90
0.733309,5.58355,90
0.750055,5.58355,90
0.766769,5.58355,90
0.783396,5.58355,90
0.800136,5.58355,90
0.81675,5.58355,90
0.8334,5.58355,90
0.850102,5.58355,90
0.866774,5.58355,90
0.883379,5.58355,90
0.900094,5.58355,90
0.916737,5.58355,90
0.933409,5.58355,90
0.950078,5.58355,90
0.966645,15.5292,90
0.983341,15.5292,90
1.00013,15.5292,90
1.01671,15.5292,90
1.03344,15.5292,90
1.05004,15.5292,90
1.06675,15.5292,90
1.08337,15.5292,90
1.10009,15.5292,90
1.11671,15.5292,90
1.1334,15.5292,90
1.15007,15.5292,90
1.16677,15.5292,90
1.18337,15.5292,90
1.19997,27.7919,90
1.21664,27.7919,90
1.23341,27.7919,90
1.2501,27.7919,90
1.26675,27.7919,90
1.28339,27.7919,90
1.30012,27.7919,90
1.31673,27.7919,90
1.33347,27.7919,90
1.3501,27.7919,90
1.36674,27.7919,90
1.3834,27.7919,90
1.40012,27.7919,90
1.41669,27.7919,90
1.43334,39.4334,90
1.45008,39.4334,90
1.46678,39.4334,90
1.48334,39.4334,90
1.5001,39.4334,90
1.51675,39.4334,90
1.5334,39.4334,90
1.55007,39.4334,90
1.56673,39.4334,90
1.58342,39.4334,90
1.6001,39.4334,90
1.61676,39.4334,90
1.6334,39.4334,90
1.65005,39.4334,90
1.66666,48.9585,90
1.68335,48.9585,90
1.7001,48.9585,90
1.71674,48.9585,90
1.73342,48.9585,90
1.75008,48.9585,90
1.76675,48.9585,90
1.78341,48.9585,90
1.80012,48.9585,90
1.81678,48.9585,90
1.83344,48.9585,90
1.85009,48.9585,90
1.86677,48.9585,90
1.88337,48.9585,90
1.90007,48.9585,90
1.91668,48.9585,90
1.93331,56.3728,90
1.95006,56.3728,90
1.96674,56.3728,90
1.98343,56.3728,90
2.00015,56.3728,90
2.01674,56.3728,90
2.0334,56.3728,90
2.05005,56.3728,90
2.06676,56.3728,90
2.08343,56.3728,90
2.10012,56.3728,90
2.11674,56.3728,90
2.13345,56.3728,90
2.15007,56.3728,90
2.16664,62.0106,90
2.18333,62.0106,90
2.20009,62.0106,90
2.21675,62.0106,90
2.23337,62.0106,90
2.25007,62.0106,90
2.26676,62.0106,90
2.28337,62.0106,90
2.30005,62.0106,90
2.31674,62.0106,90
